customer_id,order_id,order_details_id,product_id,customer_name,customer_segment,product_category,product_name,product_manufacturer,product_subcategory,quantity,order_date,Month,Year,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,order_discount,order_profit_ratio,order_profits,order_sales,Month-Year,,Top 10 profitable customers,,,Top 5 profitable subcategories,
487,CA-2015-167199,1611,726,Maria Etezadi,Home Office,Technology,GE 30524EE4,GE,Phones,2,1/6/2015,1,2015,Henderson,Kentucky,South,United States,42420,1/10/2015,Standard Class,0.00%,29.00%,$114,$392,Jan-2015,,Dianna Wilson,"$1,155",,,
487,CA-2015-167199,1612,897,Maria Etezadi,Home Office,Office Supplies,Ibico Hi-Tech Manual Binding System,Ibico,Binders,2,1/6/2015,1,2015,Henderson,Kentucky,South,United States,42420,1/10/2015,Standard Class,0.00%,45.00%,$274,$610,Jan-2015,,,,,,
487,CA-2015-167199,1613,1665,Maria Etezadi,Home Office,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,Other,Phones,4,1/6/2015,1,2015,Henderson,Kentucky,South,United States,42420,1/10/2015,Standard Class,0.00%,27.00%,$204,$756,Jan-2015,,,,,,
487,CA-2015-167199,1614,744,Maria Etezadi,Home Office,Furniture,Global Deluxe High-Back Manager's Chair,Global,Chairs,9,1/6/2015,1,2015,Henderson,Kentucky,South,United States,42420,1/10/2015,Standard Class,0.00%,29.00%,$746,"$2,574",Jan-2015,,Bottom 10 profitable customers,,,Bottom 5 profitable subcategories,
786,CA-2015-105417,175,48,Vivek Sundaresam,Consumer,Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Acco,Binders,7,1/7/2015,1,2015,Huntsville,Texas,Central,United States,77340,1/12/2015,Standard Class,80.00%,-175.00%,-$18,$10,Jan-2015,,,sum ,,,sum 
786,CA-2015-105417,176,876,Vivek Sundaresam,Consumer,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,3,1/7/2015,1,2015,Huntsville,Texas,Central,United States,77340,1/12/2015,Standard Class,60.00%,-70.00%,-$54,$77,Jan-2015,,Luke Foster,"-$3,802",,Tables,"-$3,129"
521,CA-2015-135405,909,1126,Melanie Seite,Consumer,Office Supplies,Newell 312,Newell,Art,2,1/9/2015,1,2015,Laredo,Texas,Central,United States,78041,1/13/2015,Standard Class,20.00%,13.00%,$1,$9,Jan-2015,,Becky Martin,"-$1,879",,Bookcases,-$347
521,CA-2015-135405,910,1080,Melanie Seite,Consumer,Technology,Memorex Micro Travel Drive 8 GB,Memorex,Accessories,3,1/9/2015,1,2015,Laredo,Texas,Central,United States,78041,1/13/2015,Standard Class,20.00%,31.00%,$10,$31,Jan-2015,,Sean Miller,"-$1,790",,Fasteners,$358
52,CA-2015-149020,1199,190,Anthony Jacobs,Corporate,Office Supplies,Avery 482,Avery,Labels,1,1/10/2015,1,2015,Springfield,Virginia,South,United States,22153,1/15/2015,Standard Class,0.00%,47.00%,$1,$3,Jan-2015,,Karen Daniels,"-$1,340",,Machines,$370
52,CA-2015-149020,1200,869,Anthony Jacobs,Corporate,Furniture,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,1,1/10/2015,1,2015,Springfield,Virginia,South,United States,22153,1/15/2015,Standard Class,0.00%,41.00%,$21,$52,Jan-2015,,Sean Braxton,"-$1,273",,Supplies,$489
690,CA-2015-130092,779,498,Seth Vernon,Consumer,Furniture,"DAX Value U-Channel Document Frames, Easel Back",DAX,Furnishings,2,1/11/2015,1,2015,Dover,Delaware,East,United States,19901,1/14/2015,First Class,0.00%,31.00%,$3,$10,Jan-2015,,Christine Phan,"-$1,033",,,
557,CA-2015-109232,252,756,Natalie DeCherney,Consumer,Furniture,Global Highback Leather Tilter in Burgundy,Global,Chairs,6,1/13/2015,1,2015,Mount Pleasant,South Carolina,South,United States,29464,1/16/2015,Second Class,0.00%,16.00%,$87,$546,Jan-2015,,Shahid Shariari,-$567,,,
527,CA-2015-118192,470,259,Michael Moore,Consumer,Office Supplies,Avery Metallic Poly Binders,Avery,Binders,2,1/13/2015,1,2015,Newark,Ohio,East,United States,43055,1/18/2015,Standard Class,70.00%,-73.00%,-$3,$3,Jan-2015,,Maureen Fritzler,-$460,,,
527,CA-2015-118192,471,1717,Michael Moore,Consumer,Office Supplies,Xerox 1923,Xerox,Paper,7,1/13/2015,1,2015,Newark,Ohio,East,United States,43055,1/18/2015,Standard Class,20.00%,35.00%,$13,$37,Jan-2015,,Ryan Akin,-$437,,,
107,CA-2015-157147,1373,29,Brian Dahlen,Consumer,Office Supplies,4009 Highlighters by Sanford,Other,Art,5,1/13/2015,1,2015,San Francisco,California,West,United States,94109,1/18/2015,Standard Class,0.00%,33.00%,$7,$20,Jan-2015,,Philip Fox,-$408,,,
107,CA-2015-157147,1374,1195,Brian Dahlen,Consumer,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",O'Sullivan,Bookcases,3,1/13/2015,1,2015,San Francisco,California,West,United States,94109,1/18/2015,Standard Class,15.00%,1.00%,$4,$334,Jan-2015,,,,,,
107,CA-2015-157147,1375,1551,Brian Dahlen,Consumer,Office Supplies,Tennsco 6- and 18-Compartment Lockers,Tennsco,Storage,5,1/13/2015,1,2015,San Francisco,California,West,United States,94109,1/18/2015,Standard Class,0.00%,18.00%,$239,"$1,326",Jan-2015,,,,,,
149,CA-2015-162775,1472,17,Chris Selesnick,Corporate,Office Supplies,3-ring staple pack,3-ring staple pack,Binders,3,1/13/2015,1,2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class,0.00%,48.00%,$3,$6,Jan-2015,,,,,,
149,CA-2015-162775,1473,1501,Chris Selesnick,Corporate,Office Supplies,Staple envelope,Staple envelope,Envelopes,2,1/13/2015,1,2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class,0.00%,47.00%,$5,$11,Jan-2015,,,,,,
149,CA-2015-162775,1474,374,Chris Selesnick,Corporate,Office Supplies,Brown Kraft Recycled Envelopes,Other,Envelopes,3,1/13/2015,1,2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class,0.00%,50.00%,$25,$51,Jan-2015,,,,,,
149,CA-2015-162775,1475,659,Chris Selesnick,Corporate,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,Fellowes,Storage,6,1/13/2015,1,2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class,0.00%,6.00%,$34,$573,Jan-2015,,,,,,
149,CA-2015-162775,1476,1282,Chris Selesnick,Corporate,Technology,Plantronics S12 Corded Telephone Headset System,Plantronics,Accessories,6,1/13/2015,1,2015,Bossier City,Louisiana,South,United States,71111,1/15/2015,Second Class,0.00%,40.00%,$259,$647,Jan-2015,,,,,,
106,CA-2015-149524,1207,1431,Brendan Sweed,Corporate,Furniture,Sauder Cornerstone Collection Library,Sauder,Bookcases,4,1/14/2015,1,2015,Philadelphia,Pennsylvania,East,United States,19140,1/15/2015,First Class,50.00%,-86.00%,-$53,$62,Jan-2015,,,,,,
265,CA-2015-103366,104,1000,Erica Hackney,Consumer,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Logitech,Accessories,5,1/15/2015,1,2015,Roswell,Georgia,South,United States,30076,1/17/2015,First Class,0.00%,44.00%,$66,$150,Jan-2015,,,,,,
220,CA-2015-115791,411,694,Delfina Latchford,Consumer,Office Supplies,GBC Linen Binding Covers,GBC,Binders,2,1/16/2015,1,2015,Philadelphia,Pennsylvania,East,United States,19134,1/18/2015,Second Class,70.00%,-73.00%,-$14,$19,Jan-2015,,,,,,
220,CA-2015-115791,412,1365,Delfina Latchford,Consumer,Office Supplies,Round Specialty Laser Printer Labels,Other,Labels,3,1/16/2015,1,2015,Philadelphia,Pennsylvania,East,United States,19134,1/18/2015,Second Class,20.00%,34.00%,$10,$30,Jan-2015,,,,,,
220,CA-2015-115791,413,157,Delfina Latchford,Consumer,Technology,AT&T 841000 Phone,AT&T,Phones,3,1/16/2015,1,2015,Philadelphia,Pennsylvania,East,United States,19134,1/18/2015,Second Class,40.00%,-25.00%,-$31,$124,Jan-2015,,,,,,
220,CA-2015-115791,414,484,Delfina Latchford,Consumer,Furniture,DAX Black Cherry Wood-Tone Poster Frame,DAX,Furnishings,6,1/16/2015,1,2015,Philadelphia,Pennsylvania,East,United States,19134,1/18/2015,Second Class,20.00%,23.00%,$29,$127,Jan-2015,,,,,,
212,CA-2015-123477,585,645,David Wiener,Corporate,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,Fellowes,Appliances,4,1/18/2015,1,2015,Springfield,Oregon,West,United States,97477,1/21/2015,Second Class,20.00%,10.00%,$6,$65,Jan-2015,,,,,,
755,CA-2015-146591,1152,711,Toby Swindell,Consumer,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",GBC,Binders,10,1/19/2015,1,2015,Scottsdale,Arizona,West,United States,85254,1/20/2015,First Class,70.00%,-73.00%,-$24,$32,Jan-2015,,,,,,
755,CA-2015-146591,1153,1571,Toby Swindell,Consumer,Office Supplies,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",TOPS,Paper,4,1/19/2015,1,2015,Scottsdale,Arizona,West,United States,85254,1/20/2015,First Class,20.00%,35.00%,$20,$56,Jan-2015,,,,,,
755,CA-2015-146591,1154,1589,Toby Swindell,Consumer,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Tyvek,Envelopes,5,1/19/2015,1,2015,Scottsdale,Arizona,West,United States,85254,1/20/2015,First Class,20.00%,34.00%,$37,$109,Jan-2015,,,,,,
755,CA-2015-146591,1155,1191,Toby Swindell,Consumer,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,O'Sullivan,Bookcases,5,1/19/2015,1,2015,Scottsdale,Arizona,West,United States,85254,1/20/2015,First Class,70.00%,-177.00%,-$321,$181,Jan-2015,,,,,,
498,CA-2015-148614,1190,565,Mark Van Huff,Consumer,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Eldon,Furnishings,2,1/20/2015,1,2015,Los Angeles,California,West,United States,90049,1/25/2015,Standard Class,0.00%,30.00%,$6,$19,Jan-2015,,,,,,
498,CA-2015-148614,1191,1663,Mark Van Huff,Consumer,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",Wirebound,Paper,2,1/20/2015,1,2015,Los Angeles,California,West,United States,90049,1/25/2015,Standard Class,0.00%,48.00%,$9,$19,Jan-2015,,,,,,
789,CA-2015-167927,1620,574,Xylona Preis,Consumer,Office Supplies,Eldon Fold 'N Roll Cart System,Eldon,Storage,1,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,29.00%,$4,$14,Jan-2015,,,,,,
789,CA-2015-167927,1621,1595,Xylona Preis,Consumer,Furniture,Ultra Door Push Plate,Ultra,Furnishings,3,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,33.00%,$5,$15,Jan-2015,,,,,,
789,CA-2015-167927,1622,58,Xylona Preis,Consumer,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Acco,Binders,5,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,47.00%,$9,$19,Jan-2015,,,,,,
789,CA-2015-167927,1623,1519,Xylona Preis,Consumer,Office Supplies,Storex Dura Pro Binders,Storex,Binders,5,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,45.00%,$13,$30,Jan-2015,,,,,,
789,CA-2015-167927,1624,1239,Xylona Preis,Consumer,Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Panasonic,Art,3,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,29.00%,$13,$44,Jan-2015,,,,,,
789,CA-2015-167927,1625,637,Xylona Preis,Consumer,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Fellowes,Storage,2,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,24.00%,$16,$67,Jan-2015,,,,,,
789,CA-2015-167927,1626,815,Xylona Preis,Consumer,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Holmes,Appliances,4,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,10.00%,38.00%,$94,$248,Jan-2015,,,,,,
789,CA-2015-167927,1627,560,Xylona Preis,Consumer,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Eldon,Furnishings,3,1/20/2015,1,2015,Westland,Michigan,Central,United States,48185,1/26/2015,Standard Class,0.00%,11.00%,$30,$273,Jan-2015,,,,,,
335,US-2015-147627,8518,1142,Hunter Lopez,Consumer,Office Supplies,Newell 327,Newell,Art,3,1/20/2015,1,2015,Jonesboro,Arkansas,South,United States,72401,1/26/2015,Standard Class,0.00%,27.00%,$2,$7,Jan-2015,,,,,,
335,US-2015-147627,8519,1169,Hunter Lopez,Consumer,Office Supplies,Newell 351,Newell,Art,7,1/20/2015,1,2015,Jonesboro,Arkansas,South,United States,72401,1/26/2015,Standard Class,0.00%,29.00%,$7,$23,Jan-2015,,,,,,
335,US-2015-147627,8520,1501,Hunter Lopez,Consumer,Office Supplies,Staple envelope,Staple envelope,Envelopes,3,1/20/2015,1,2015,Jonesboro,Arkansas,South,United States,72401,1/26/2015,Standard Class,0.00%,47.00%,$11,$23,Jan-2015,,,,,,
335,US-2015-147627,8521,565,Hunter Lopez,Consumer,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Eldon,Furnishings,4,1/20/2015,1,2015,Jonesboro,Arkansas,South,United States,72401,1/26/2015,Standard Class,0.00%,30.00%,$12,$39,Jan-2015,,,,,,
335,US-2015-147627,8522,145,Hunter Lopez,Consumer,Technology,Apple iPhone 5C,Apple,Phones,7,1/20/2015,1,2015,Jonesboro,Arkansas,South,United States,72401,1/26/2015,Standard Class,0.00%,26.00%,$182,$700,Jan-2015,,,,,,
335,US-2015-147627,8523,826,Hunter Lopez,Consumer,Furniture,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Hon,Chairs,3,1/20/2015,1,2015,Jonesboro,Arkansas,South,United States,72401,1/26/2015,Standard Class,0.00%,21.00%,$224,"$1,068",Jan-2015,,,,,,
551,US-2015-147774,8529,686,Muhammed MacIntyre,Corporate,Office Supplies,GBC DocuBind TL200 Manual Binding Machine,GBC,Binders,1,1/20/2015,1,2015,Smyrna,Tennessee,South,United States,37167,1/26/2015,Standard Class,70.00%,-77.00%,-$52,$67,Jan-2015,,,,,,
759,CA-2015-110422,280,1594,Tom Boeckenhauer,Consumer,Furniture,Ultra Door Pull Handle,Ultra,Furnishings,3,1/21/2015,1,2015,Miami,Florida,South,United States,33180,1/23/2015,Second Class,20.00%,16.00%,$4,$25,Jan-2015,,,,,,
336,CA-2015-102645,70,1746,Ionia McGrath,Consumer,Office Supplies,Xerox 195,Xerox,Paper,6,1/23/2015,1,2015,Las Vegas,Nevada,West,United States,89115,1/28/2015,Standard Class,0.00%,48.00%,$19,$40,Jan-2015,,,,,,
706,CA-2015-146997,1173,119,Speros Goranitis,Consumer,Office Supplies,"Alliance Big Bands Rubber Bands, 12/Pack",Alliance,Fasteners,3,1/23/2015,1,2015,Lafayette,Indiana,Central,United States,47905,1/27/2015,Standard Class,0.00%,0.00%,$0,$6,Jan-2015,,,,,,
130,CA-2015-167997,1628,1632,Carol Adams,Corporate,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Wilson Jones,Binders,2,1/26/2015,1,2015,Rapid City,South Dakota,Central,United States,57701,1/29/2015,First Class,0.00%,47.00%,$5,$11,Jan-2015,,,,,,
130,CA-2015-167997,1629,1389,Carol Adams,Corporate,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",SAFCO,Bookcases,2,1/26/2015,1,2015,Rapid City,South Dakota,Central,United States,57701,1/29/2015,First Class,0.00%,28.00%,$40,$142,Jan-2015,,,,,,
698,US-2015-155502,8560,576,Shirley Daniels,Home Office,Furniture,Eldon Image Series Black Desk Accessories,Eldon,Furnishings,3,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,36.00%,$4,$12,Jan-2015,,,,,,
698,US-2015-155502,8561,1347,Shirley Daniels,Home Office,Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",REDIFORM,Paper,2,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,50.00%,$8,$17,Jan-2015,,,,,,
698,US-2015-155502,8562,608,Shirley Daniels,Home Office,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Eureka,Paper,3,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,48.00%,$9,$19,Jan-2015,,,,,,
698,US-2015-155502,8563,731,Shirley Daniels,Home Office,Furniture,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",GE,Furnishings,3,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,49.00%,$31,$63,Jan-2015,,,,,,
698,US-2015-155502,8564,1045,Shirley Daniels,Home Office,Technology,Macally Suction Cup Mount,Other,Phones,13,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,0.00%,$0,$155,Jan-2015,,,,,,
698,US-2015-155502,8565,938,Shirley Daniels,Home Office,Technology,Jabra SPEAK 410,Jabra,Phones,2,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,28.00%,$53,$188,Jan-2015,,,,,,
698,US-2015-155502,8566,1376,Shirley Daniels,Home Office,Office Supplies,"SAFCO Commercial Wire Shelving, 72h",SAFCO,Storage,8,1/26/2015,1,2015,Alexandria,Virginia,South,United States,22304,1/31/2015,Standard Class,0.00%,0.00%,$0,$490,Jan-2015,,,,,,
247,US-2015-117163,8387,523,Ed Jacobs,Consumer,Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Dixon,Art,4,1/27/2015,1,2015,San Diego,California,West,United States,92037,2/2/2015,Standard Class,0.00%,33.00%,$12,$36,Jan-2015,,,,,,
247,US-2015-117163,8388,1344,Ed Jacobs,Consumer,Office Supplies,Recycled Steel Personal File for Hanging File Folders,Other,Storage,1,1/27/2015,1,2015,San Diego,California,West,United States,92037,2/2/2015,Standard Class,0.00%,25.00%,$14,$57,Jan-2015,,,,,,
247,US-2015-117163,8389,279,Ed Jacobs,Consumer,Furniture,Balt Split Level Computer Training Table,Balt,Tables,3,1/27/2015,1,2015,San Diego,California,West,United States,92037,2/2/2015,Standard Class,20.00%,-5.00%,-$17,$333,Jan-2015,,,,,,
355,CA-2015-100328,16,1313,Jasper Cacioppo,Consumer,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Pressboard,Binders,1,1/28/2015,1,2015,New York City,New York,East,United States,10024,2/3/2015,Standard Class,20.00%,34.00%,$1,$4,Jan-2015,,,,,,
545,CA-2015-134103,890,1770,Mike Vittorini,Consumer,Office Supplies,Xerox 1972,Xerox,Paper,2,1/30/2015,1,2015,Detroit,Michigan,Central,United States,48234,2/4/2015,Standard Class,0.00%,45.00%,$5,$11,Jan-2015,,,,,,
545,CA-2015-134103,891,1484,Mike Vittorini,Consumer,Office Supplies,Space Solutions HD Industrial Steel Shelving.,Space Solutions,Storage,2,1/30/2015,1,2015,Detroit,Michigan,Central,United States,48234,2/4/2015,Standard Class,0.00%,3.00%,$7,$230,Jan-2015,,,,,,
469,CA-2015-115161,404,1432,Liz Carlisle,Consumer,Furniture,"Sauder Facets Collection Library, Sky Alder Finish",Sauder,Bookcases,2,1/31/2015,1,2015,Mission Viejo,California,West,United States,92691,2/2/2015,First Class,15.00%,1.00%,$3,$291,Jan-2015,,,,,,
100,CA-2015-140795,1024,601,Bradley Drucker,Consumer,Technology,Enermax Aurora Lite Keyboard,Enermax,Accessories,6,2/1/2015,2,2015,Green Bay,Wisconsin,Central,United States,54302,2/3/2015,First Class,0.00%,44.00%,$206,$469,Feb-2015,,,,,,
261,CA-2015-123400,583,1529,Eric Barreto,Consumer,Office Supplies,Surelock Post Binders,Other,Binders,2,2/2/2015,2,2015,Saint Petersburg,Florida,South,United States,33710,2/9/2015,Standard Class,70.00%,-67.00%,-$12,$18,Feb-2015,,,,,,
261,CA-2015-123400,584,156,Eric Barreto,Consumer,Technology,AT&T 17929 Lendline Telephone,AT&T,Phones,5,2/2/2015,2,2015,Saint Petersburg,Florida,South,United States,33710,2/9/2015,Standard Class,20.00%,8.00%,$14,$181,Feb-2015,,,,,,
185,CA-2015-139857,993,1507,Cynthia Delaney,Home Office,Office Supplies,Staples,Other,Fasteners,5,2/2/2015,2,2015,San Diego,California,West,United States,92037,2/6/2015,Standard Class,0.00%,47.00%,$6,$12,Feb-2015,,,,,,
759,CA-2015-111059,301,239,Tom Boeckenhauer,Consumer,Office Supplies,Avery Durable Poly Binders,Avery,Binders,3,2/3/2015,2,2015,Seattle,Washington,West,United States,98105,2/6/2015,Second Class,20.00%,33.00%,$4,$13,Feb-2015,,,,,,
759,CA-2015-111059,302,899,Tom Boeckenhauer,Consumer,Office Supplies,Ibico Laser Imprintable Binding System Covers,Ibico,Binders,2,2/3/2015,2,2015,Seattle,Washington,West,United States,98105,2/6/2015,Second Class,20.00%,33.00%,$27,$84,Feb-2015,,,,,,
495,CA-2015-104808,160,711,Mark Haberlin,Corporate,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",GBC,Binders,2,2/4/2015,2,2015,Escondido,California,West,United States,92025,2/8/2015,Second Class,20.00%,35.00%,$6,$17,Feb-2015,,,,,,
217,CA-2015-107181,206,1087,Deborah Brumfield,Home Office,Office Supplies,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Message Book,Paper,4,2/4/2015,2,2015,San Diego,California,West,United States,92024,2/8/2015,Standard Class,0.00%,47.00%,$16,$34,Feb-2015,,,,,,
217,CA-2015-107181,207,706,Deborah Brumfield,Home Office,Office Supplies,GBC Recycled Grain Textured Covers,GBC,Binders,3,2/4/2015,2,2015,San Diego,California,West,United States,92024,2/8/2015,Standard Class,20.00%,35.00%,$29,$83,Feb-2015,,,,,,
220,CA-2015-108182,231,244,Delfina Latchford,Consumer,Office Supplies,"Avery Flip-Chart Easel Binder, Black",Avery,Binders,2,2/6/2015,2,2015,Romeoville,Illinois,Central,United States,60441,2/10/2015,Second Class,80.00%,-165.00%,-$15,$9,Feb-2015,,,,,,
563,CA-2015-131905,825,188,Neil Ducich,Corporate,Office Supplies,Avery 480,Avery,Labels,4,2/6/2015,2,2015,Chesapeake,Virginia,South,United States,23320,2/9/2015,First Class,0.00%,48.00%,$7,$15,Feb-2015,,,,,,
563,CA-2015-131905,826,159,Neil Ducich,Corporate,Technology,AT&T CL82213,AT&T,Phones,5,2/6/2015,2,2015,Chesapeake,Virginia,South,United States,23320,2/9/2015,First Class,0.00%,29.00%,$42,$145,Feb-2015,,,,,,
563,CA-2015-131905,827,33,Neil Ducich,Corporate,Technology,Aastra 57i VoIP phone,Other,Phones,1,2/6/2015,2,2015,Chesapeake,Virginia,South,United States,23320,2/9/2015,First Class,0.00%,26.00%,$42,$162,Feb-2015,,,,,,
183,CA-2015-107755,219,1066,Cyma Kinney,Corporate,Technology,Maxell DVD-RAM Discs,Maxell,Accessories,7,2/7/2015,2,2015,Linden,New Jersey,East,United States,7036,2/12/2015,Standard Class,0.00%,43.00%,$50,$115,Feb-2015,,,,,,
149,US-2015-169390,8639,54,Chris Selesnick,Corporate,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,Acco,Storage,4,2/7/2015,2,2015,New York City,New York,East,United States,10024,2/10/2015,Second Class,0.00%,15.00%,$10,$65,Feb-2015,,,,,,
